course_number,title,hours,cluster,desc,terms,optional,instructors,prereq
18.335[J],Introduction to Numerical Methods,3-0-9 units,Same subject as 6.7310[J],"Advanced introduction to numerical analysis: accuracy and efficiency of numerical algorithms. In-depth coverage of sparse-matrix/iterative and dense-matrix algorithms in numerical linear algebra (for linear systems and eigenproblems). Floating-point arithmetic, backwards error analysis, conditioning, and stability. Other computational topics (e.g., numerical integration or nonlinear optimization) may also be surveyed. Final project involves some programming. ",G (Spring),,A. J. Horning,"Prereq: 18.06, 18.700, or 18.701 "
18.336[J],Fast Methods for Partial Differential and Integral Equations,3-0-9 units,Same subject as 6.7340[J],"Unified introduction to the theory and practice of modern, near linear-time, numerical methods for large-scale partial-differential and integral equations. Topics include preconditioned iterative methods; generalized Fast Fourier Transform and other butterfly-based methods; multiresolution approaches, such as multigrid algorithms and hierarchical low-rank matrix decompositions; and low and high frequency Fast Multipole Methods. Example applications include aircraft design, cardiovascular system modeling, electronic structure computation, and tomographic imaging. ",G (Fall),,K. Burns,"Prereq: 6.7300[J], 16.920[J], 18.085, 18.335[J], or permission of instructor "
18.337[J],Parallel Computing and Scientific Machine Learning,3-0-9 units,Same subject as 6.7320[J],"Introduction to scientific machine learning with an emphasis on developing scalable differentiable programs. Covers scientific computing topics (numerical differential equations, dense and sparse linear algebra, Fourier transformations, parallelization of large-scale scientific simulation) simultaneously with modern data science (machine learning, deep neural networks, automatic differentiation), focusing on the emerging techniques at the connection between these areas, such as neural differential equations and physics-informed deep learning. Provides direct experience with the modern realities of optimizing code performance for supercomputers, GPUs, and multicores in a high-level language. ",G (Spring),,A. Edelman,"Prereq: 18.06, 18.700, or 18.701 "
18.338,Eigenvalues of Random Matrices,3-0-9 units,,"Covers the modern main results of random matrix theory as it is currently applied in engineering and science. Topics include matrix calculus for finite and infinite matrices (e.g., Wigner's semi-circle and Marcenko-Pastur laws), free probability, random graphs, combinatorial methods, matrix statistics, stochastic operators, passage to the continuum limit, moment methods, and compressed sensing. Knowledge of Julia helpful, but not required. ",G (Fall),,A. Edelman,Prereq: 18.701 or permission of instructor 
18.352[J],Nonlinear Dynamics: The Natural Environment,3-0-9 units,Same subject as 12.009[J],See description under subject 12.009[J]. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,D. H. Rothman,Prereq: Calculus II (GIR) and Physics I (GIR); Coreq: 18.03 
18.353[J],Nonlinear Dynamics: Chaos,3-0-9 units,"Same subject as 2.050[J], 12.006[J]",See description under subject 12.006[J]. ,U (Fall),,D. Rothman,Prereq: Physics II (GIR) and (18.03 or 18.032) 
18.354[J],Nonlinear Dynamics: Continuum Systems,3-0-9 units,"['Same subject as 1.062[J], 12.207[J]', 'Subject meets with 18.3541']","General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology. ",U (Spring),,J. Dunkel,Prereq: Physics II (GIR) and (18.03 or 18.032) 
18.3541,Nonlinear Dynamics: Continuum Systems,3-0-9 units,"Subject meets with 1.062[J], 12.207[J], 18.354[J]","General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology. Students in Courses 1, 12, and 18 must register for undergraduate version, 18.354[J]. ",G (Spring),,J. Dunkel,Prereq: Physics II (GIR) and (18.03 or 18.032) 
18.355,Fluid Mechanics,3-0-9 units,,"Topics include the development of Navier-Stokes equations, inviscid flows, boundary layers, lubrication theory, Stokes flows, and surface tension. Fundamental concepts illustrated through problems drawn from a variety of areas, including geophysics, biology, and the dynamics of sport. Particular emphasis on the interplay between dimensional analysis, scaling arguments, and theory. Includes classroom and laboratory demonstrations. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",,J. W. Bush,"Prereq: 2.25, 12.800, or 18.354[J] "
18.357,Interfacial Phenomena,3-0-9 units,,"Fluid systems dominated by the influence of interfacial tension. Elucidates the roles of curvature pressure and Marangoni stress in a variety of hydrodynamic settings. Particular attention to drops and bubbles, soap films and minimal surfaces, wetting phenomena, water-repellency, surfactants, Marangoni flows, capillary origami and contact line dynamics. Theoretical developments are accompanied by classroom demonstrations. Highlights the role of surface tension in biology. ","['Acad Year 2022-2023: G (Fall)', 'Acad Year 2023-2024: Not offered']",,J. W. Bush,"Prereq: 2.25, 12.800, 18.354[J], 18.355, or permission of instructor "
18.358[J],Nonlinear Dynamics and Turbulence,3-2-7 units,"['Same subject as 1.686[J], 2.033[J]', 'Subject meets with 1.068']",See description under subject 1.686[J]. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,L. Bourouiba,Prereq: 1.060A 
18.367,Waves and Imaging,3-0-9 units,,"The mathematics of inverse problems involving waves, with examples taken from reflection seismology, synthetic aperture radar, and computerized tomography. Suitable for graduate students from all departments who have affinities with applied mathematics. Topics include acoustic, elastic, electromagnetic wave equations; geometrical optics; scattering series and inversion; migration and backprojection; adjoint-state methods; Radon and curvilinear Radon transforms; microlocal analysis of imaging; optimization, regularization, and sparse regression. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,L. Demanet,Prereq: Permission of instructor 
18.369[J],Mathematical Methods in Nanophotonics,3-0-9 units,Same subject as 8.315[J],"High-level approaches to understanding complex optical media, structured on the scale of the wavelength, that are not generally analytically soluable. The basis for understanding optical phenomena such as photonic crystals and band gaps, anomalous diffraction, mechanisms for optical confinement, optical fibers (new and old), nonlinearities, and integrated optical devices. Methods covered include linear algebra and eigensystems for Maxwell's equations, symmetry groups and representation theory, Bloch's theorem, numerical eigensolver methods, time and frequency-domain computation, perturbation theory, and coupled-mode theories. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,S. G. Johnson,"Prereq: 8.07, 18.303, or permission of instructor "
18.376[J],Wave Propagation,3-0-9 units,"Same subject as 1.138[J], 2.062[J]",See description under subject 2.062[J]. ,G (Spring),,"T. R. Akylas, R. R. Rosales",Prereq: 2.003[J] and 18.075 
18.377[J],Nonlinear Dynamics and Waves,3-0-9 units,"Same subject as 1.685[J], 2.034[J]","A unified treatment of nonlinear oscillations and wave phenomena with applications to mechanical, optical, geophysical, fluid, electrical and flow-structure interaction problems. Nonlinear free and forced vibrations; nonlinear resonances; self-excited oscillations; lock-in phenomena. Nonlinear dispersive and nondispersive waves; resonant wave interactions; propagation of wave pulses and nonlinear Schrodinger equation. Nonlinear long waves and breaking; theory of characteristics; the Korteweg-de Vries equation; solitons and solitary wave interactions. Stability of shear flows. Some topics and applications may vary from year to year. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,R. R. Rosales,Prereq: Permission of instructor 
18.384,Undergraduate Seminar in Physical Mathematics,3-0-9 units,,"Covers the mathematical modeling of physical systems, with emphasis on the reading and presentation of papers. Addresses a broad range of topics, with particular focus on macroscopic physics and continuum systems: fluid dynamics, solid mechanics, and biophysics. Instruction and practice in written and oral communication provided. Enrollment limited.",U (Fall),,O. Kodio,"Prereq: 12.006[J], 18.300, 18.354[J], or permission of instructor "
18.385[J],Nonlinear Dynamics and Chaos,3-0-9 units,Same subject as 2.036[J],"Introduction to the theory of nonlinear dynamical systems with applications from science and engineering. Local and global existence of solutions, dependence on initial data and parameters. Elementary bifurcations, normal forms. Phase plane, limit cycles, relaxation oscillations, Poincare-Bendixson theory. Floquet theory. Poincare maps. Averaging. Near-equilibrium dynamics. Synchronization. Introduction to chaos. Universality. Strange attractors. Lorenz and Rossler systems. Hamiltonian dynamics and KAM theory. Uses MATLAB computing environment. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",,R. R. Rosales,Prereq: 18.03 or 18.032 
18.397,Mathematical Methods in Physics,3-0-9 units,,Content varies from year to year. Recent developments in quantum field theory require mathematical techniques not usually covered in standard graduate subjects. ,"['G (Fall)', 'Not offered regularly; consult department']",Can be repeated for credit.,V. G. Kac,Prereq: 18.745 or some familiarity with Lie theory 
18.400[J],Computability and Complexity Theory,4-0-8 units,Same subject as 6.1400[J],See description under subject 6.1400[J]. ,U (Spring),,"R. Williams, R. Rubinfeld",Prereq: 6.1210 or permission of instructor 
18.404,Theory of Computation,4-0-8 units,"Subject meets with 6.5400[J], 18.4041[J]","A more extensive and theoretical treatment of the material in 6.1400[J]/18.400[J], emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems. ",U (Fall),,M. Sipser,Prereq: 6.1200[J] or 18.200 
18.4041[J],Theory of Computation,4-0-8 units,"['Same subject as 6.5400[J]', 'Subject meets with 18.404']","A more extensive and theoretical treatment of the material in 6.1400[J]/18.400[J], emphasizing computability and computational complexity theory. Regular and context-free languages. Decidable and undecidable problems, reducibility, recursive function theory. Time and space measures on computation, completeness, hierarchy theorems, inherently complex problems, oracles, probabilistic computation, and interactive proof systems. Students in Course 18 must register for the undergraduate version, 18.404. ",G (Fall),,M. Sipser,Prereq: 6.1200[J] or 18.200 
18.405[J],Advanced Complexity Theory,3-0-9 units,Same subject as 6.5410[J],"Current research topics in computational complexity theory. Nondeterministic, alternating, probabilistic, and parallel computation models. Boolean circuits. Complexity classes and complete sets. The polynomial-time hierarchy. Interactive proof systems. Relativization. Definitions of randomness. Pseudo-randomness and derandomizations. Interactive proof systems and probabilistically checkable proofs. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,R. Williams,Prereq: 18.404 
18.408,Topics in Theoretical Computer Science,3-0-9 units,,Study of areas of current interest in theoretical computer science. Topics vary from term to term. ,"G (Fall, Spring)",Can be repeated for credit.,Fall: D. Minzer. Spring: A. Moitra,Prereq: Permission of instructor 
18.410[J],Design and Analysis of Algorithms,4-0-8 units,Same subject as 6.1220[J],See description under subject 6.1220[J]. ,"U (Fall, Spring)",,"E. Demaine, M. Goemans",Prereq: 6.1210 
18.415[J],Advanced Algorithms,5-0-7 units,Same subject as 6.5210[J],See description under subject 6.5210[J]. ,G (Fall),,"A. Moitra, D. R. Karger","Prereq: 6.1220[J] and (6.1200[J], 6.3700, or 18.600) "
18.416[J],Randomized Algorithms,5-0-7 units,Same subject as 6.5220[J],See description under subject 6.5220[J]. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,D. R. Karger,Prereq: (6.1200[J] or 6.3700) and (6.1220[J] or 6.5210[J]) 
18.417,Introduction to Computational Molecular Biology,3-0-9 units,,"Introduces the basic computational methods used to model and predict the structure of biomolecules (proteins, DNA, RNA). Covers classical techniques in the field (molecular dynamics, Monte Carlo, dynamic programming) to more recent advances in analyzing and predicting RNA and protein structure, ranging from Hidden Markov Models and 3-D lattice models to attribute Grammars and tree Grammars. ",G (Spring),,B. Berger,"Prereq: 6.006,  6.01, or permission of instructor "
18.418[J],Topics in Computational Molecular Biology,3-0-9 units,Same subject as HST.504[J],"Covers current research topics in computational molecular biology. Recent research papers presented from leading conferences such as the International Conference on Computational Molecular Biology (RECOMB) and the Conference on Intelligent Systems for Molecular Biology (ISMB). Topics include original research (both theoretical and experimental) in comparative genomics, sequence and structure analysis, molecular evolution, proteomics, gene expression, transcriptional regulation, biological networks, drug discovery, and privacy. Recent research by course participants also covered. Participants will be expected to present individual projects to the class. ",G (Fall),Can be repeated for credit.,B. Berger,"Prereq: 6.8701, 18.417, or permission of instructor "
18.424,Seminar in Information Theory,3-0-9 units,,"Considers various topics in information theory, including data compression, Shannon's Theorems, and error-correcting codes. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.",U (Spring),,J. Kelner,"Prereq: (6.3700, 18.05, or 18.600) and (18.06, 18.700, or 18.701) "
18.425[J],Cryptography and Cryptanalysis,3-0-9 units,Same subject as 6.5620[J],See description under subject 6.5620[J]. ,G (Fall),,"S. Goldwasser, S. Micali, V. Vaikuntanathan",Prereq: 6.1220[J] 
18.434,Seminar in Theoretical Computer Science,3-0-9 units,,Topics vary from year to year. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.,"U (Fall, Spring)",,Fall: E. Mossel. Spring: D. Minzer,Prereq: 6.1220[J] 
18.435[J],Quantum Computation,3-0-9 units,"Same subject as 2.111[J], 6.6410[J], 8.370[J]",Provides an introduction to the theory and practice of quantum computation. Topics covered: physics of information processing; quantum algorithms including the factoring algorithm and Grover's search algorithm; quantum error correction; quantum communication and cryptography. Knowledge of quantum mechanics helpful but not required. ,G (Fall),,"I. Chuang, A. Harrow, P. Shor","Prereq: 8.05, 18.06, 18.700, 18.701, or 18.C06 "
18.436[J],Quantum Information Science,3-0-9 units,"Same subject as 6.6420[J], 8.371[J]",See description under subject 8.371[J]. ,G (Spring),,"I. Chuang, A. Harrow",Prereq: 18.435[J] 
18.437[J],Distributed Algorithms,3-0-9 units,Same subject as 6.5250[J],See description under subject 6.5250[J]. ,"['Acad Year 2022-2023: G (Fall)', 'Acad Year 2023-2024: Not offered']",,"M. Ghaffari, N. A. Lynch",Prereq: 6.1220[J] 
18.453,Combinatorial Optimization,3-0-9 units,Subject meets with 18.4531,"Thorough treatment of linear programming and combinatorial optimization. Topics include matching theory, network flow, matroid optimization, and how to deal with NP-hard optimization problems. Prior exposure to discrete mathematics (such as 18.200) helpful. ","['Acad Year 2022-2023: U (Spring)', 'Acad Year 2023-2024: Not offered']",,Information: M. X. Goemans,"Prereq: 18.06, 18.700, or 18.701 "
18.4531,Combinatorial Optimization,3-0-9 units,Subject meets with 18.453,"Thorough treatment of linear programming and combinatorial optimization. Topics include matching theory, network flow, matroid optimization, and how to deal with NP-hard optimization problems. Prior exposure to discrete mathematics (such as 18.200) helpful. Students in Course 18 must register for the undergraduate version, 18.453. ","['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",,Information: M. X. Goemans,"Prereq: 18.06, 18.700, or 18.701 "
18.455,Advanced Combinatorial Optimization,3-0-9 units,,"Advanced treatment of combinatorial optimization with an emphasis on combinatorial aspects. Non-bipartite matchings, submodular functions, matroid intersection/union, matroid matching, submodular flows, multicommodity flows, packing and connectivity problems, and other recent developments. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",,M. X. Goemans,Prereq: 18.453 or permission of instructor 
18.456[J],Algebraic Techniques and Semidefinite Optimization,3-0-9 units,Same subject as 6.7230[J],See description under subject 6.7230[J]. ,"['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",,P. Parrilo,Prereq: 6.7210[J] or 15.093[J] 
18.504,Seminar in Logic,3-0-9 units,,Students present and discuss the subject matter taken from current journals or books. Topics vary from year to year. Instruction and practice in written and oral communication provided. Enrollment limited.,"['Acad Year 2022-2023: U (Spring)', 'Acad Year 2023-2024: Not offered']",,H. Cohn,"Prereq: (18.06, 18.510, 18.700, or 18.701) and (18.100A, 18.100B, 18.100P, or 18.100Q) "
18.510,Introduction to Mathematical Logic and Set Theory,3-0-9 units,,"Propositional and predicate logic. Zermelo-Fraenkel set theory. Ordinals and cardinals. Axiom of choice and transfinite induction. Elementary model theory: completeness, compactness, and Lowenheim-Skolem theorems. Godel's incompleteness theorem. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,H. Cohn,Prereq: None 
18.515,Mathematical Logic,3-0-9 units,,"More rigorous treatment of basic mathematical logic, Godel's theorems, and Zermelo-Fraenkel set theory. First-order logic. Models and satisfaction. Deduction and proof. Soundness and completeness. Compactness and its consequences. Quantifier elimination. Recursive sets and functions. Incompleteness and undecidability. Ordinals and cardinals. Set-theoretic formalization of mathematics. ","['G (Spring)', 'Not offered regularly; consult department']",,Information: B. Poonen,Prereq: Permission of instructor 
18.600,Probability and Random Variables,4-0-8 units. REST,,"Probability spaces, random variables, distribution functions. Binomial, geometric, hypergeometric, Poisson distributions. Uniform, exponential, normal, gamma and beta distributions. Conditional probability, Bayes theorem, joint distributions. Chebyshev inequality, law of large numbers, and central limit theorem. Credit cannot also be received for 6.041A or 6.041B. ","U (Fall, Spring)","Credit cannot also be received for 6.3700, 6.3702",Fall: J. A. Kelner. Spring: E. Mossel,Prereq: Calculus II (GIR) 
18.615,Introduction to Stochastic Processes,3-0-9 units,,"Basics of stochastic processes. Markov chains, Poisson processes, random walks, birth and death processes, Brownian motion. ",G (Spring),,J. He,Prereq: 6.3700 or 18.600 
18.642,Topics in Mathematics with Applications in Finance,3-0-9 units,,"Introduction to mathematical concepts and techniques used in finance. Lectures focusing on linear algebra, probability, statistics, stochastic processes, and numerical methods are interspersed with lectures by financial sector professionals illustrating the corresponding application in the industry. Prior knowledge of economics or finance helpful but not required. ",U (Fall),,"P. Kempthorne, V. Strela, J. Xia","Prereq: 18.03, 18.06, and (18.05 or 18.600) "
18.650[J],Fundamentals of Statistics,4-0-8 units,"['Same subject as IDS.014[J]', 'Subject meets with 18.6501']","A rapid introduction to the theoretical foundations of statistical methods that are useful in many applications. Covers a broad range of topics in a short amount of time with the goal of providing a rigorous and cohesive understanding of the modern statistical landscape. Mathematical language is used for intuition and basic derivations but not proofs. Main topics include: parametric estimation, confidence intervals, hypothesis testing, Bayesian inference, and linear and logistic regression. Additional topics may include: causal inference, nonparametric estimation, and classification. ","U (Fall, Spring)","Credit cannot also be received for 15.075[J], IDS.013[J]",Fall: P. Rigollet. Spring: P. Ghosal,Prereq: 6.3700 or 18.600 
18.6501,Fundamentals of Statistics,4-0-8 units,"Subject meets with 18.650[J], IDS.014[J]","A rapid introduction to the theoretical foundations of statistical methods that are useful in many applications. Covers a broad range of topics in a short amount of time with the goal of providing a rigorous and cohesive understanding of the modern statistical landscape. Mathematical language is used for intuition and basic derivations but not proofs. Main topics include: parametric estimation, confidence intervals, hypothesis testing, Bayesian inference, and linear and logistic regression. Additional topics may include: causal inference, nonparametric estimation, and classification. Students in Course 18 must register for the undergraduate version, 18.650[J]. ","G (Fall, Spring)","Credit cannot also be received for 15.075[J], IDS.013[J]",Fall: P. Rigollet. Spring: P. Ghosal,Prereq: 6.3700 or 18.600 
18.655,Mathematical Statistics,3-0-9 units,,"Decision theory, estimation, confidence intervals, hypothesis testing. Introduces large sample theory. Asymptotic efficiency of estimates. Exponential families. Sequential analysis. Prior exposure to both probability and statistics at the university level is assumed. ",G (Spring),,P. Kempthorne,"Prereq: (18.650[J] and (18.100A, 18.100A, 18.100P, or 18.100Q)) or permission of instructor "
18.656[J],Mathematical Statistics: a Non-Asymptotic Approach,3-0-9 units,"Same subject as 9.521[J], IDS.160[J]",See description under subject 9.521[J]. ,G (Spring),,"S. Rakhlin, P. Rigollet","Prereq: (6.7700[J], 18.06, and 18.6501) or permission of instructor "
18.657,Topics in Statistics,3-0-9 units,,Topics vary from term to term. ,"['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",Can be repeated for credit.,P. Rigollet,Prereq: Permission of instructor 
18.675,Theory of Probability,3-0-9 units,,"Sums of independent random variables, central limit phenomena, infinitely divisible laws, Levy processes, Brownian motion, conditioning, and martingales. Prior exposure to probability (e.g., 18.600) recommended. ",G (Fall),,Y. Shenfeld,"Prereq: 18.100A, 18.100B, 18.100P, or 18.100Q "
18.676,Stochastic Calculus,3-0-9 units,,"Introduction to stochastic processes, building on the fundamental example of Brownian motion. Topics include Brownian motion, continuous parameter martingales, Ito's theory of stochastic differential equations, Markov processes and partial differential equations, and may also include local time and excursion theory. Students should have familiarity with Lebesgue integration and its application to probability. ",G (Spring),,N. Sun,Prereq: 18.675 
18.677,Topics in Stochastic Processes,3-0-9 units,,Topics vary from year to year. ,G (Spring),Can be repeated for credit.,A. Borodin,Prereq: 18.675 
18.700,Linear Algebra,3-0-9 units. REST,,"Vector spaces, systems of linear equations, bases, linear independence, matrices, determinants, eigenvalues, inner products, quadratic forms, and canonical forms of matrices. More emphasis on theory and proofs than in 18.06. ",U (Fall),"Credit cannot also be received for 18.06, 18.C06",Z. Yun,Prereq: Calculus II (GIR) 
18.701,Algebra I,3-0-9 units,,"18.701-18.702 is more extensive and theoretical than the 18.700-18.703 sequence. Experience with proofs necessary. 18.701 focuses on group theory, geometry, and linear algebra. ",U (Fall),,H. Cohn,"Prereq: 18.100A, 18.100B, 18.100P, 18.100Q, 18.090, or permission of instructor "
18.702,Algebra II,3-0-9 units,,"Continuation of 18.701. Focuses on group representations, rings, ideals, fields, polynomial rings, modules, factorization, integers in quadratic number fields, field extensions, and Galois theory. ",U (Spring),,A. Negut,Prereq: 18.701 
18.703,Modern Algebra,3-0-9 units,,"Focuses on traditional algebra topics that have found greatest application in science and engineering as well as in mathematics: group theory, emphasizing finite groups; ring theory, including ideals and unique factorization in polynomial and Euclidean rings; field theory, including properties and applications of finite fields. 18.700 and 18.703 together form a standard algebra sequence. ",U (Spring),,V. G. Kac,Prereq: Calculus II (GIR) 
18.704,Seminar in Algebra,3-0-9 units,,Topics vary from year to year. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Some experience with proofs required. Enrollment limited.,U (Fall),,K. Vashaw,"Prereq: 18.701, (18.06 and 18.703), or (18.700 and 18.703) "
18.705,Commutative Algebra,3-0-9 units,,"Exactness, direct limits, tensor products, Cayley-Hamilton theorem, integral dependence, localization, Cohen-Seidenberg theory, Noether normalization, Nullstellensatz, chain conditions, primary decomposition, length, Hilbert functions, dimension theory, completion, Dedekind domains. ",G (Fall),,W. Zhang,Prereq: 18.702 
18.706,Noncommutative Algebra,3-0-9 units,,"Topics may include Wedderburn theory and structure of Artinian rings, Morita equivalence and elements of category theory, localization and Goldie's theorem, central simple algebras and the Brauer group, representations, polynomial identity rings, invariant theory growth of algebras, Gelfand-Kirillov dimension. ","['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",,R. Bezrukavnikov,Prereq: 18.702 
18.708,Topics in Algebra,3-0-9 units,,Topics vary from year to year. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,P. I. Etingof,Prereq: 18.705 
18.715,Introduction to Representation Theory,3-0-9 units,,"Algebras, representations, Schur's lemma. Representations of SL(2). Representations of finite groups, Maschke's theorem, characters, applications. Induced representations, Burnside's theorem, Mackey formula, Frobenius reciprocity. Representations of quivers. ","['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",,G. Lusztig,Prereq: 18.702 or 18.703 
18.721,Introduction to Algebraic Geometry,3-0-9 units,,"Presents basic examples of complex algebraic varieties, affine and projective algebraic geometry, sheaves, cohomology. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,Staff,Prereq: 18.702 and 18.901 
18.725,Algebraic Geometry I,3-0-9 units,,"Introduces the basic notions and techniques of modern algebraic geometry. Covers fundamental notions and results about algebraic varieties over an algebraically closed field; relations between complex algebraic varieties and complex analytic varieties; and examples with emphasis on algebraic curves and surfaces. Introduction to the language of schemes and properties of morphisms. Knowledge of elementary algebraic topology, elementary differential geometry recommended, but not required. ",G (Fall),,D. Maulik,Prereq: None. Coreq: 18.705 
18.726,Algebraic Geometry II,3-0-9 units,,"Continuation of the introduction to algebraic geometry given in 18.725. More advanced properties of the varieties and morphisms of schemes, as well as sheaf cohomology. ",G (Spring),,D. Maulik,Prereq: 18.725 
18.727,Topics in Algebraic Geometry,3-0-9 units,,Topics vary from year to year. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,A. Negut,Prereq: 18.725 
18.737,Algebraic Groups,3-0-9 units,,"Structure of linear algebraic groups over an algebraically closed field, with emphasis on reductive groups. Representations of groups over a finite field using methods from etale cohomology. Some results from algebraic geometry are stated without proof. ","['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",,J.-L. Kim,Prereq: 18.705 
18.745,Lie Groups and Lie Algebras I,3-0-9 units,,"Covers fundamentals of the theory of Lie algebras and related groups. Topics may include theorems of Engel and Lie; enveloping algebra, Poincare-Birkhoff-Witt theorem; classification and construction of semisimple Lie algebras; the center of their enveloping algebras; elements of representation theory; compact Lie groups and/or finite Chevalley groups. ",G (Fall),,V. G. Kac,"Prereq: (18.701 or 18.703) and (18.100A, 18.100B, 18.100P, or 18.100Q) "
18.747,Infinite-dimensional Lie Algebras,3-0-9 units,,Topics vary from year to year. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",,P. I. Etingof,Prereq: 18.745 
18.748,Topics in Lie Theory,3-0-9 units,,Topics vary from year to year. ,"['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",Can be repeated for credit.,P. I. Etingof,Prereq: Permission of instructor 
18.755,Lie Groups and Lie Algebras II,3-0-9 units,,"A more in-depth treatment of Lie groups and Lie algebras. Topics may include homogeneous spaces and groups of automorphisms; representations of compact groups and their geometric realizations, Peter-Weyl theorem; invariant differential forms and cohomology of Lie groups and homogeneous spaces; complex reductive Lie groups, classification of real reductive groups. ",G (Spring),,Z. Yun,Prereq: 18.745 or permission of instructor 
18.757,Representations of Lie Groups,3-0-9 units,,"Covers representations of locally compact groups, with emphasis on compact groups and abelian groups. Includes Peter-Weyl theorem and Cartan-Weyl highest weight theory for compact Lie groups. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",,P. I. Etingof,Prereq: 18.745 or 18.755 
18.781,Theory of Numbers,3-0-9 units,,"An elementary introduction to number theory with no algebraic prerequisites. Primes, congruences, quadratic reciprocity, diophantine equations, irrational numbers, continued fractions, partitions. ",U (Spring),,M.-T. Trinh,Prereq: None 
18.782,Introduction to Arithmetic Geometry,3-0-9 units,,"Exposes students to arithmetic geometry, motivated by the problem of finding rational points on curves. Includes an introduction to p-adic numbers and some fundamental results from number theory and algebraic geometry, such as the Hasse-Minkowski theorem and the Riemann-Roch theorem for curves. Additional topics may include Mordell's theorem, the Weil conjectures, and Jacobian varieties. ","['Acad Year 2022-2023: U (Spring)', 'Acad Year 2023-2024: Not offered']",,S. Chidambaram,Prereq: 18.702 
18.783,Elliptic Curves,3-0-9 units,Subject meets with 18.7831,"Computationally focused introduction to elliptic curves, with applications to number theory and cryptography. Topics include point-counting, isogenies, pairings, and the theory of complex multiplication, with applications to integer factorization, primality proving, and elliptic curve cryptography. Includes a brief introduction to modular curves and the proof of Fermat's Last Theorem. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: U (Fall)']",,A. Sutherland,"Prereq: 18.702, 18.703, or permission of instructor "
18.7831,Elliptic Curves,3-0-9 units,Subject meets with 18.783,"Computationally focused introduction to elliptic curves, with applications to number theory and cryptography. Topics include point-counting, isogenies, pairings, and the theory of complex multiplication, with applications to integer factorization, primality proving, and elliptic curve cryptography. Includes a brief introduction to modular curves and the proof of Fermat's Last Theorem. Students in Course 18 must register for the undergraduate version, 18.783. ","['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",,A. Sutherland,"Prereq: 18.702, 18.703, or permission of instructor "
18.784,Seminar in Number Theory,3-0-9 units,,Topics vary from year to year. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.,U (Spring),,A. Landesman,Prereq: 18.701 or (18.703 and (18.06 or 18.700)) 
